Referencia;Descripcion;Familia Padre;Familia;Subfamilia;Stock Fisico;Stock Operativo;Stock Comercial;Mar;Puerto;Despachado
02379;"Frigorifico Bolero CoolMarket 1D 360 inox E";"GAE";"Frigoríficos";"Frigoríficos 1 puerta";0;-6;-6;0;0;0
V0168;"Cafetera Espresso EVVO Intensa 20";"";"";"";1046;1046;1046;0;0;0
V0190;"Frigorífico Americano EVVO F90Xe Aqua";"";"";"";45;45;45;0;0;0
02399;"Congelador Bolero CoolMarket UF 273 inox E";"GAE";"Congeladores";"Congeladores verticales";0;-12;-12;0;0;0
V0192;"Frigorífico Americano EVVO F90DX Aqua";"";"";"";44;44;44;0;0;0
V0170;"Cafetera Espresso EVVO Intensa 10S";"";"";"";951;951;951;0;0;0
V0214;"LAVAVAJILLAS EVVO D3 Slim (45 cm)";"";"";"";102;102;102;0;0;0
V0197;"Frigorífico 4 puertas EVVO F100B Glass";"";"";"";53;53;53;0;0;0
V0187;"Frigorífico Combi EVVO F60DX";"";"";"";54;54;54;0;0;0
V0175;"Aspirador de mano EVVO Ai6";"";"";"";504;504;504;0;0;0
V0185;"Frigorífico Combi EVVO F60";"";"";"";54;54;54;0;0;0
07466;"Cecotec Colchón Viscoelástico Flow ViscoCare 1900 180x190cm.Multicapa";"Descanso";"Descanso";"Descanso";18;18;18;0;0;13
02518;"Frigorífico Bolero CoolMarket Combi 495 Dark E";"GAE";"Frigoríficos";"Frigoríficos combi";0;-8;-8;0;0;0
07468;"Cecotec Colchón Viscoelástico Flow ViscoCare 1900 200x200cm.Multicapa";"Descanso";"Descanso";"Descanso";9;8;8;0;0;27
07488;"Colchón Flow 7900 Hybrid 160x200";"Descanso";"Descanso";"Descanso";14;10;10;0;0;17
02425;"Frigorífico Bolero CoolMarket Combi 322 Dark D";"GAE";"Frigoríficos";"Frigoríficos combi";2;-6;-6;0;0;0
07235;"DrumFit MassageGun 6000";"Fitness";"Cuidado muscular";"Pistolas de masaje";0;-48;-48;0;0;0
08442;"Conga Rockstar 7500 Astral Jaliscazo";"Aspiración y Limpieza";"Aspiradores verticales";"Aspiradores verticales BLDC";0;-36;-36;0;0;0
05852;"Fregona eléctrica The Weti Wash&Vacuum Spray";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";399;-5486;-5486;0;0;0
07491;"Colchón Flow 8900 Hybrid 160x200";"Descanso";"Descanso";"Descanso";10;8;8;0;0;16
07493;"Colchón Flow 8900 Hybrid 180x200";"Descanso";"Descanso";"Descanso";12;12;12;0;0;19
08427;"Aspirador vertical Conga Rockstar 2500 DeepCleanPro Flex";"Aspiración y Limpieza";"Aspiradores verticales";"Aspiradores verticales BLDC";1440;1383;1384;0;0;0
04441;"Nevera de cosméticos Bamba CoolingBeauty 6000 Mirror";"Cuidado personal";"Cuidado facial";"Neveras de cosméticos";0;-61;-61;0;0;0
07553;"Cecotec Colchón Viscoelástico ViscoSense Flow PureVital 5900 Medida 150x200. Multicapa";"Descanso";"Descanso";"Descanso";24;24;24;0;0;55
01706;"Microondas 20l con grill ProClean 3110 Retro Blue";"PAE Cocina";"Microondas";"Microondas con grill";1324;1308;1308;0;0;0
07577;"Cecotec Colchón Viscoelástico VisComfort+ Flow PureVital 2900 Medida 150x200. Multicapa";"Descanso";"Descanso";"Descanso";5;5;5;0;0;45
03979;"Batidoras de mano Katana 15 TotalDestroy Full B Screen";"PAE Cocina";"Batidoras";"Batidoras de mano";2623;2622;2622;0;0;0
05443;"Aspirador digital de mano Conga Rockstar Micro 8000";"Aspiración y Limpieza";"Aspiradores de mano";"Aspiradores de mano BLDC";0;-1;-1;0;0;0
07589;"Cecotec Colchón Viscoelástico ViscoSense Flow PureVital 3900 Medida 150x200. Multicapa";"Descanso";"Descanso";"Descanso";20;14;14;0;0;0
02316;"Lavadora Bolero DressCode 7200";"GAE";"Lavadoras y secadoras";"Lavadoras de carga frontal";0;0;0;0;0;0
07600;"Cecotec Colchón Viscoelástico ViscoSense Flow PureVital 4900 Medida 150x190. Multicapa";"Descanso";"Descanso";"Descanso";9;9;9;0;0;0
07607;"Cecotec Colchón Viscoelástico ViscoSense Flow PureVital 4900 Medida 90x200. Multicapa";"Descanso";"Descanso";"Descanso";13;13;13;0;0;9
03175;"Set de Sartenes Polka Platinum 20-24 Bucket Set Thunder";"Menaje";"Sartenes y Ollas";"Set de sartenes";766;764;764;0;0;0
05393;"Toallero eléctrico Ready Warm 9100 Smart Towel Steel";"Cuidado del aire";"Calefacción";"Toalleros eléctricos";819;805;805;0;0;0
05365;"Chimenea electrica decorativa de pared Ready Warm 2200 Curved Flames";"Cuidado del aire";"Calefacción";"Chimeneas";654;479;479;0;0;0
05801;"Termoventilador Ready Warm 9870 Smart Rotate";"Cuidado del aire";"Calefacción";"Termoventiladores";2883;2745;2745;0;0;0
07715;"Colchón Flow 6900 Hybrid 150x200";"Descanso";"Descanso";"Descanso";15;9;9;0;0;0
V0188;"Frigorífico Combi EVVO F60W";"";"";"";53;53;53;0;0;0
07718;"Colchón Flow 7900 Hybrid 105X190";"Descanso";"Descanso";"Descanso";66;60;60;0;0;133
07903;"Colchón Flow PureVital 2990 160x200";"Descanso";"Descanso";"Descanso";21;21;21;0;0;6
06664;"Colchón Flow PureVital 1900 105x190";"Descanso";"Descanso";"Descanso";9;8;8;0;0;306
07904;"Colchón Flow PureVital 2990 180x200";"Descanso";"Descanso";"Descanso";9;8;8;0;0;6
07909;"Colchón Flow PureVital 3990 180x200";"Descanso";"Descanso";"Descanso";5;5;5;0;0;9
07910;"Colchón Flow PureVital 3990 200x200";"Descanso";"Descanso";"Descanso";10;10;10;0;0;7
07913;"Colchón Flow PureVital 4990 160x200";"Descanso";"Descanso";"Descanso";8;8;8;0;0;9
07918;"Colchón Flow PureVital 5990 160x200";"Descanso";"Descanso";"Descanso";8;8;8;0;0;0
07928;"Colchón Flow 7990 Hybrid 200x200";"Descanso";"Descanso";"Descanso";6;6;6;0;0;0
07929;"Colchón Flow 8990 Hybrid 200x200";"Descanso";"Descanso";"Descanso";6;6;6;0;0;6
07941;"Colchón Flow PureVital 2900 120x200";"Descanso";"Descanso";"Descanso";12;11;11;0;0;0
07949;"Colchón Flow PureVital 3900 140x190";"Descanso";"Descanso";"Descanso";19;19;19;0;0;25
07955;"Colchón Flow PureVital 4900 120x200";"Descanso";"Descanso";"Descanso";20;20;20;0;0;1
07968;"Colchón Flow 6900 Hybrid 120x190";"Descanso";"Descanso";"Descanso";15;15;15;0;0;2
07981;"Colchón Flow 8900 Hybrid 110x200";"Descanso";"Descanso";"Descanso";6;6;6;0;0;8
08736;"Colchón Flow 6990 Hybrid 120x190";"Descanso";"Descanso";"Descanso";10;10;10;0;0;1
08746;"Colchón Flow 7990 Hybrid 140x200";"Descanso";"Descanso";"Descanso";7;7;7;0;0;11
08803;"Colchón Flow PureVital 3900 160x190";"Descanso";"Descanso";"Descanso";10;10;10;0;0;14
08835;"Colchón Flow PureVital 5990 180x190";"Descanso";"Descanso";"Descanso";10;10;10;0;0;6
08980;"Colchón Flow CecoFresh 2100 CoolConfort 90 x 190";"Descanso";"Descanso";"Colchón";48;48;48;0;0;50
08983;"Colchón Flow CecoFresh 2100 CoolConfort 105 x 190";"Descanso";"Descanso";"Colchón";8;8;8;0;0;8
05988;"EnergySilence Aero 4250 Flow Purple";"Cuidado del aire";"Ventilación";"Ventiladores de techo";9;9;9;0;0;0
08989;"Colchón Flow CecoFresh 2100 CoolConfort 135 x 190";"Descanso";"Descanso";"Colchón";19;19;19;0;0;19
08993;"Colchón Flow CecoFresh 2100 CoolConfort 150 x 190";"Descanso";"Descanso";"Colchón";9;9;9;0;0;10
07105;"Patinete eléctrico Bongo Serie M20";"Movilidad";"Patinetes eléctricos";"Patinetes eléctricos";772;772;772;0;0;0
09019;"Colchón Flow CecoFresh 2100 CoolConfort Hybrid 90 x 190";"Descanso";"Descanso";"Colchón";5;5;5;0;0;0
09028;"Colcho´n Flow CecoFresh 2700 CoolConfort Hybrid 135 x 190";"Descanso";"Descanso";"Colchón";15;15;15;0;0;0
09032;"Colcho´n Flow CecoFresh 2700 CoolConfort Hybrid 150 x 190";"Descanso";"Descanso";"Colchón";19;19;19;0;0;0
09033;"Colcho´n Flow CecoFresh 2700 CoolConfort Hybrid 150 x 200";"Descanso";"Descanso";"Colchón";5;5;5;0;0;1
09043;"Colcho´n Flow CecoFresh 2900 CoolConfort Hybrid 90 x 200";"Descanso";"Descanso";"Colchón";7;7;7;0;0;2
09051;"Colcho´n Flow CecoFresh 2900 CoolConfort Hybrid 135 x 190";"Descanso";"Descanso";"Colchón";15;15;15;0;0;0
04247;"Plancha de pelo Bamba RitualCare 1000 Titanium 2in1";"Cuidado personal";"Planchas de pelo";"Planchas de pelo 2 en 1";3397;3387;3387;0;0;0
05912;"Ventilador de pie EnergySilence 1020 Extremeflow";"Cuidado del aire";"Ventilación";"Ventiladores de pie";16;0;0;0;0;0
01393;"Microondas encastrable GrandHeat 2590 Built-In Black";"PAE Cocina";"Microondas";"Microondas encastrables con plato";0;0;0;0;0;0
05977;"Ventilador de techo EnergySilence Aero 5250 White Design";"Cuidado del aire";"Ventilación";"Ventiladores de techo";123;121;121;0;0;0
02324;"Lavadora Bolero DressCode 8200 Inverter Steel";"GAE";"Lavadoras y secadoras";"Lavadoras de carga frontal";1;1;1;0;0;0
08729;"Colchón Flow PureVital 5990 120x190";"Descanso";"Descanso";"Descanso";6;6;6;0;0;0
05929;"Ventilador de suelo EnergySilence 6000 PowerBox Black";"Cuidado del aire";"Ventilación";"Ventiladores de suelo";8;8;8;0;0;0
07684;"Colchón Flow PureVital 1800 150x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
08396;"Aspirador vertical Conga Rockstar 1640 Advance ErgoWet";"Aspiración y Limpieza";"Aspiradores verticales";"Aspiradores verticales BLDC";0;0;0;0;0;0
08068;"Robot aspirador Conga 7590 Infinity Home X-Treme";"Aspiración y Limpieza";"Robots";"Robots aspiradores";5864;5864;5864;0;0;0
07687;"Colchón Flow PureVital 2800 90x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
05288;"Climatizador EnergySilence 2000 Cool Tower";"Cuidado del aire";"Ventilación";"Climatizadores";0;0;0;0;0;0
07688;"Colchón Flow PureVital 2800 105X190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
04293;"Batidoras de mano Power TitanBlack 1200 XL PerfectCream&Crush";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";265;-209;-209;0;0;0
08139;"Hidrolimpiadora HydroBoost 2400 AdvanceClean";"Aspiración y Limpieza";"Hidrolimpiadoras";"Hidrolimpiadoras a presión";0;0;0;0;0;0
02449;"Congelador Bolero CoolMarket Chest 199 white E";"GAE";"Congeladores";"Congeladores horizontales";2;2;2;0;0;0
07707;"Colchón Flow PureVital 5800 135x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
V0198;"Frigorífico Francés EVVO F80X";"";"";"";51;51;51;0;0;0
07659;"Colchón Flow One T 135x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07689;"Colchón Flow PureVital 2800 135x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
02574;"TV Cecotec A series ALU00055";"Gama Marrón";"Televisores";"Televisores LED";0;0;0;0;0;0
02333;"Lavadora Bolero DressCode 10200 Inverter Steel";"GAE";"Lavadoras y secadoras";"Lavadoras de carga frontal";25;25;25;0;0;0
02450;"Placa inducción Bolero Squad I 2001";"GAE";"Placas de inducción";"Placa de inducción portátil";654;654;654;0;0;444
02239;"Horno de sobremesa Bake&Toast 3000 4Pizza Black Gyro ";"PAE Cocina";"Hornos eléctricos";"Hornos de sobremesa";0;0;0;0;0;0
05542;"Aspirador vertical Conga PopStar 1500 Animal Duo";"Aspiración y Limpieza";"Aspiradores verticales";"Aspiradores verticales cable";502;-14;262;0;0;0
07930;"Colchón Flow PureVital 1900 100x200";"Descanso";"Descanso";"Descanso";9;0;0;0;0;8
04062;"Batidora de mano powerfull titanium 1000 full";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";45;0;0;0;0;0
07457;"Cecotec Colchón Viscoelástico Flow ViscoCare 1900 105x200cm.Multicapa";"Descanso";"Descanso";"Descanso";10;2;2;0;0;14
02310;"Sacacorchos eléctrico InstantCork 1000 Gourmet";"Menaje";"Sacacorchos eléctricos";"Sacacorchos eléctricos";919;602;902;0;0;0
02351;"Secadora Bolero DressCode Dry 8500 Dark";"GAE";"Lavadoras y secadoras";"Secadoras";73;71;71;0;0;0
02607;"TV V1Z+ series VQU11055Z+S";"Gama Marrón";"Televisores";"Televisores QLED";106;104;104;0;0;0
05809;"ReadyWarm 9870 Crystal Towel RoseGold";"Cuidado del aire";"Calefacción";"Toalleros eléctricos";615;614;614;0;0;0
V0044;"0614143387159-Lavavajillas EVVO D4X";"GAE";"Lavavajillas";"Lavavajillas 60 CM";59;59;59;0;0;0
05373;"Emisor térmico Ready Warm 1200 Thermal Connected";"Cuidado del aire";"Calefacción";"Emisores térmicos";3220;3207;3207;0;0;0
05330;"Emisor térmico 4 elementos Ready Warm 800 Thermal";"Cuidado del aire";"Calefacción";"Emisores térmicos";5154;5103;5103;0;0;0
07873;"ALMOHADA FLOW LUXURY 90 CM";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";130;130;130;0;0;0
70016;"Destornillador multifunción CecoRaptor Perfect MultiWork 360 Ultra";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";1399;1393;1393;0;0;0
07382;"Topper Flow TopDeluxe 135x190";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";58;58;58;0;0;135
05989;"EnergySilence Aero 5200 White Line";"Cuidado del aire";"Ventilación";"Ventiladores de techo";1295;1274;1274;0;0;0
07383;"Topper Flow TopDeluxe 150x190";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";22;22;22;0;0;90
07554;"Colchón Flow PureVital 3990 135x190";"Descanso";"Descanso";"Descanso";53;52;52;0;0;76
08052;"Máquina de hacer hielo Chillin''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''";"PAE Cocina";"Ice maker";"Ice maker";793;791;791;0;0;0
05733;"Robot aspirador Conga 1990 Connected X";"Aspiración y Limpieza";"Robots";"Robots aspiradores";0;0;0;0;0;0
03156;"Sartén Polka Exclusive 24 Bucket Wood&Rock";"Menaje";"Sartenes y Ollas";"Sartenes";0;0;0;0;0;0
05293;"Ventilador de pie EnergySilence 610 MaxFlow Control";"Cuidado del aire";"Ventilación";"Ventiladores de pie";1;1;1;0;0;0
03036;"Tostadora steel&toast 1L";"PAE Cocina";"Tostadores";"Tostadores verticales";0;0;0;0;0;0
06176;"Colchón Flow Hybrid 80x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
04094;"Power gear 1500 XL";"PAE Cocina";"Batidoras";"Batidoras de mano";0;0;0;0;0;0
04241;"Cepillo de aire Bamba CeramicCare 5in1Gyro";"Cuidado personal";"Cepillos";"Cepillos de aire";3;-441;-441;0;0;0
05136;"Robot aspirador conga 750 - wet";"Aspiración y Limpieza";"Robots";"Robots aspiradores";13;13;13;0;0;0
07085;"Bicicleta estática DrumFit Cycle 9000 Talos Pro";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";208;207;207;0;0;0
05690;"	Robot aspirador Conga 999 Titanium";"Aspiración y Limpieza";"Robots";"Robots aspiradores";7;7;7;0;0;0
05879;"Ventilador de techo EnergySilence Aero 4260 Purple";"Cuidado del aire";"Ventilación";"Ventiladores de techo";1;1;1;0;0;0
08243;"Ventilador de batería EnergySilence 2600 Sunflower Portable";"Cuidado del aire";"Ventilación";"Ventiladores de pie de batería";129;129;129;0;0;0
05138;"Conga 899 Slim";"Aspiración y Limpieza";"Robots";"Robots aspiradores";45;45;45;0;0;0
03987;"Batidora de vaso individual Power Titanium 500 EasyGo";"PAE Cocina";"Batidoras";"Batidoras de vaso individual";1163;1149;1149;0;0;0
03971;"Batidoras de mano Katana 15 TotalDestroy Jar B";"PAE Cocina";"Batidoras";"Batidoras de mano";1333;1333;1333;0;0;0
04150;"Robot de cocina Mambo 9590";"PAE Cocina";"Robots multifunción";"Robots multifunción";3115;3106;3106;0;0;0
05998;"Ventilador de techo EnergySilence Aero 4260 Orange";"Cuidado del aire";"Ventilación";"Ventiladores de techo";0;0;0;0;0;0
03399;"Plancha de pelo con ión Bamba RitualCare Hidraprotect 1300 Ion";"Cuidado personal";"Planchas de pelo";"Planchas de pelo estrechas con cable";2512;2512;2512;0;0;322
02561;"TV Cecotec A1 series ALU10050";"Gama Marrón";"Televisores";"Televisores LED";1056;1054;1054;0;0;0
05693;"Robot aspirador Conga 1990 Ultimate";"Aspiración y Limpieza";"Robots";"Robots aspiradores";0;0;0;0;0;0
05960;"Ventilador de techo EnergySilence Aero 4800 Style White";"Cuidado del aire";"Ventilación";"Ventiladores de techo";0;0;0;0;0;0
05961;"Ventilador de techo EnergySilence Aero 4800 Style Black";"Cuidado del aire";"Ventilación";"Ventiladores de techo";0;0;0;0;0;0
05962;"Ventilador de techo EnergySilence Aero 4800 Style DC Inox";"Cuidado del aire";"Ventilación";"Ventiladores de techo";1;1;1;0;0;0
03091;"Plancha de cocina Tasty&Grill 2000 Bamboo MixStone";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";351;350;350;0;0;0
02568;"TV Cecotec V1+ series VQU11055+";"Gama Marrón";"Televisores";"Televisores QLED";341;328;328;0;0;0
02381;"Frigorifico Bolero CoolMarket SBS 430 white";"GAE";"Frigoríficos";"Frigoríficos americanos";0;-10;-10;0;0;0
04224;"Depiladora de arranque Bamba SkinCare Depil-action";"Cuidado personal";"Depiladoras";"Depiladoras de arranque";0;-1;-1;0;0;0
02323;"Lavadora Bolero DressCode 8200 Steel";"GAE";"Lavadoras y secadoras";"Lavadoras de carga frontal";0;0;0;0;0;0
07665;"Colchón Flow HybridLuxe Fresh 6800 135x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
05927;"Ventilador de torre EnergySilence 9900 Skyline Bladeless";"Cuidado del aire";"Ventilación";"Ventiladores de torre";0;-1;-1;0;0;0
03177;"Raclette Cheese&Grill 12000 Inox MixGrill";"PAE Cocina";"Fun Cooking";"Raclettes";7;7;7;0;0;0
02200;"Horno De Convección Bake''''''''''''''''N Toast 570 4Pizza";"PAE Cocina";"Hornos eléctricos";"Hornos de sobremesa";0;0;0;0;0;0
03186;"Tostadora vertical TrendyToast 9000 White Woody";"PAE Cocina";"Tostadores";"Tostadores verticales";0;0;0;0;0;0
05020;"Robot limpiacristales Windroid 880 SprayWater Connected";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";0;0;0;0;0;0
08402;"Aspirador Vertical Conga Rockstar Longlife Flex";"Aspiración y Limpieza";"Aspiradores verticales";"Aspiradores verticales BLDC";5;-1;-1;0;0;0
V0193;"Frigorífico Americano EVVO F90B Glass";"";"";"";48;47;47;0;0;0
08171;"Aire acondicionado portátil ForceClima 7400 Soundless Touch";"Cuidado del aire";"Ventilación";"Aires acondicionados portátiles";0;0;0;0;0;0
05899;"Ventilador de pie EnergySilence 530 Power Connected White";"Cuidado del aire";"Ventilación";"Ventiladores de pie";23;23;23;0;0;0
07385;"Colchón Flow ViscoFeel 90x190";"Descanso";"Descanso";"Descanso";349;340;340;0;0;0
04061;"Batidora de mano powerfull titanium 1000";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";122;0;0;0;0;0
08106;"Robot aspirador Conga 7590 Eternal";"Aspiración y Limpieza";"Robots";"Robots aspiradores";2850;2508;2508;0;0;1625
07719;"Colchón Flow 7900 Hybrid 135x190";"Descanso";"Descanso";"Descanso";38;30;30;0;0;90
60753;"Bateria Conga Rockstar 3000 Advance Ergowet Connected IA";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";0;0;0;0;0;0
04315;"Irrigador bucal Bamba ToothCare 1200 Jet Pro";"Cuidado personal";"Cuidado dental";"Irrigadores";1188;916;916;0;0;0
04137;"Licuadora de prensa fría Juice&Live 1500 Pro";"PAE Cocina";"Licuadoras";"Licuadoras de prensa fría";0;0;0;0;0;0
03968;"Batidoras de mano Katana 15 Jar B";"PAE Cocina";"Batidoras";"Batidoras de mano";1676;1676;1676;0;0;0
05537;"Centro de planchado horizontal Fast&Furious 8060 Ultra";"Cuidado de la ropa";"Centros de planchado";"Centros de planchado horizontales";0;0;0;0;0;0
04998;"Freidora dietetica Cecofry Experience White 6000";"PAE Cocina";"Freidoras";"Freidoras sin aceite";7643;7612;7612;0;0;0
V0171;"Cafetera Espresso EVVO Intensa 10";"";"";"";913;913;913;0;0;0
07627;"Colchón Flow e-Hybrid T 90x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07634;"Colchón Flow Genuine T 105X190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07640;"Colchón Flow Two T 105X190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07646;"Colchón Flow Hybrid T 105X190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07651;"Colchón Flow Original T 90x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07655;"Colchón Flow Original T 150x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07663;"Colchón Flow HybridLuxe Fresh 6800 90x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07664;"Colchón Flow HybridLuxe Fresh 6800 105X190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07660;"Colchón Flow One T 150x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07657;"Colchón Flow One T 90x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07662;"Colchón Flow HybridLuxe Fresh 6800 90x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07631;"Colchón Flow e-Hybrid T 150x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07626;"Colchón Flow e-Hybrid T 90x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07647;"Colchón Flow Hybrid T 135x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07654;"Colchón Flow Original T 150x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07644;"Colchón Flow Hybrid T 90x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
